분과,중단원,아티클,문항 번호,난이도,퀴즈 유형,문제,정답 1,정답 2,보기 1,보기 2,보기 3,보기 4,보기 5,보기 6,예문,정답해설
화학,7-1) 용액의 화학,A. 용액의 성질,1,하,인라인,다음은 설탕이 물에 녹는 과정을 설명한 것입니다. 빈칸에 들어갈 알맞은 말을 고르세요.,2,1,용질/용매/용액,용해/증발/포화,,,,,"설탕물에서 물처럼 다른 물질을 녹이는 물질을 [1](이)라고 한다. 설탕 입자가 서로 떨어져 물 분자 사이로 고르게 퍼지는데, 이러한 과정을 [2](이)라고 한다.","다른 물질을 녹이는 쪽이 용매이고, 그 안에 녹아 있는 쪽이 용질이에요. 용질 입자가 서로 떨어져 용매 분자 사이로 퍼지는 과정을 용해라고 불러요. 눈에 보이지 않을 뿐 용질이 사라진 것은 아니랍니다."
,,,2,하,OX,물에 녹아 있는 산소의 양은 수온이 높아질수록 늘어난다.,X,,O,X,,,,,-,물에 녹을 수 있는 기체의 양은 수온이 높아지면 오히려 줄어들어요. 여름철에 물속 산소가 부족해지기 쉬운 이유가 여기에 있어요. 반대로 압력이 높아지면 녹는 양은 늘어난답니다.
,,,3,중,사지선다 (단수),용질이 다 녹지 않고 바닥에 남아 있는 포화 용액을 입자 수준에서 살펴보았습니다. 이때 일어나는 일로 옳은 것은 무엇인가요?,4,,용질 입자의 이동이 멈춰 아무 변화도 일어나지 않는다.,바닥에 남은 용질이 시간이 지나면 모두 녹아 사라진다.,용매 분자가 용질을 밀어내어 결정이 점점 커지기만 한다.,용질이 녹는 과정과 결정이 되는 과정이 함께 일어난다.,,,-,포화 용액은 변화가 멈춘 상태가 아니에요. 용질이 녹아 들어가는 과정과 다시 결정이 되는 과정이 같은 속도로 일어나 겉보기에 그대로인 것이죠. 이런 상태를 동적 평형이라고 불러요.
,,,4,중-상,순서배열,다음 문장은 비휘발성 용질을 녹인 용액의 끓는점이 순수한 물보다 높아지는 이유를 설명한 것입니다. 설명의 흐름에 맞게 배열하세요.,다-가-라-나,,수면에 있는 입자 가운데 물 분자가 차지하는 비율이 줄어든다.,증기 압력이 대기압과 같아지려면 순수한 물보다 더 높은 온도가 필요하다.,비휘발성 용질이 물에 녹아 물 분자 사이로 퍼진다.,같은 시간에 공기 중으로 빠져나가는 물 분자가 줄어 증기 압력이 낮아진다.,,,-,"용질이 녹으면 수면에서 물 분자가 차지하는 비율이 줄어 증기 압력이 낮아져요. 끓는다는 것은 액체의 증기 압력이 대기압과 같아지는 일이라, 낮아진 만큼 온도를 더 올려야 해요. 라면수프를 먼저 넣은 물이 섭씨 100도보다 높은 온도에서 끓는 이유랍니다."
,,,5,상,직접 입력,빈칸에 들어갈 알맞은 말을 쓰세요.,총괄성,,,,,,,,"비휘발성 용질을 녹인 묽은 용액에서는 증기 압력이 낮아지고 끓는점이 높아지며 어는점이 낮아진다. 이 변화의 크기는 용질이 설탕인지 소금인지가 아니라 녹아 있는 입자의 수로 정해지는데, 이러한 성질을 ___(이)라고 한다.",총괄성은 용질이 무엇인지가 아니라 녹아 있는 입자의 수가 결정하는 성질이에요. 그래서 설탕을 녹이든 소금을 녹이든 입자 수가 비슷하면 변화의 크기도 비슷해져요. 겨울철 도로에 염화 칼슘을 뿌려 어는점을 낮추는 것도 같은 원리랍니다.
,,,6,중,사지선다 (복수),물에 물질이 녹는 현상을 옳게 설명한 것을 모두 고르세요.,1,3,극성인 물은 이온과 극성 분자를 대부분 잘 녹인다.,비극성인 기름은 물과 고르게 섞여 하나의 용액이 된다.,비누는 친수성 부분과 소수성 부분을 함께 지니고 있다.,용질이 녹으면 용질 입자 자체가 사라져 없어진다.,,,-,극성인 물은 이온이나 극성 분자와는 잘 섞이지만 비극성인 기름과는 층을 이뤄요. 비누와 세제는 친수성 부분과 소수성 부분을 함께 지녀 물과 기름 사이를 이어 주죠. 용질이 눈에 보이지 않게 녹아도 입자 자체는 그대로 남아 있어요.
,,,7,중-상,순서배열,다음 문장은 빗물에 녹은 물질이 해수에 이르는 과정을 나타냅니다. 원인과 결과가 자연스럽게 이어지도록 배열하세요.,나-라-가-다,,약한 산성을 띤 빗물이 암석과 토양을 지나며 여러 이온을 녹여 낸다.,대기의 이산화 탄소가 빗물에 녹아 탄산을 만든다.,암석과 토양에서 녹아 나온 이온이 강물에 섞여 해양으로 모인다.,탄산이 녹아 있는 빗물은 약한 산성을 띠게 된다.,,,-,"빗물에는 대기의 이산화 탄소가 녹아 탄산이 생기기 때문에 약한 산성을 띠어요. 이 빗물이 암석과 토양을 지나며 이온을 녹여 내고, 그 이온이 강물을 따라 바다로 모여요. 해수가 수많은 이온과 분자가 녹아 있는 거대한 수용액인 이유랍니다."
화학,7-1) 용액의 화학,B. 용액이 촉발하는 변화,1,하,인라인,,,,,,,,,,,
,,,2,하,OX,,,,,,,,,,,
,,,3,중,사지선다 (단수),,,,,,,,,,,
